Wall time,Step,Value
1765286506.2550514,10,0.7688000202178955
1765286540.737212,20,0.7656000256538391
1765286575.3332548,30,0.7749999761581421
1765286610.230978,40,0.7811999917030334
1765286646.9308138,50,0.7781000137329102
1765286684.262437,60,0.7811999917030334
1765286721.378178,70,0.7749999761581421
1765286758.8164446,80,0.7781000137329102
1765286795.4957507,90,0.7688000202178955
1765286831.5401807,100,0.7811999917030334
1765286868.5118077,110,0.7656000256538391
1765286904.9567566,120,0.7749999761581421
1765286941.5760405,130,0.7656000256538391
1765286978.0161998,140,0.7936999797821045
1765287015.290546,150,0.7688000202178955
1765287051.630422,160,0.7843999862670898
1765287088.527373,170,0.7688000202178955
1765287125.1535046,180,0.7749999761581421
1765287161.19985,190,0.7562000155448914
1765287198.866127,200,0.7843999862670898
1765287235.7701683,210,0.762499988079071
1765287272.3111618,220,0.7718999981880188
1765287309.08788,230,0.7530999779701233
1765287345.8731139,240,0.7688000202178955
1765287381.9849834,250,0.7530999779701233
1765287418.511533,260,0.7594000101089478
1765287455.4827347,270,0.7281000018119812
1765287493.2742898,280,0.7218999862670898
1765287529.165035,290,0.699999988079071
1765287566.5908198,300,0.6905999779701233
1765287603.743835,310,0.6812999844551086
1765287640.3857913,320,0.6718999743461609
1765287677.7484956,330,0.6468999981880188
1765287714.7289464,340,0.6406000256538391
1765287750.6072578,350,0.5938000082969666
1765287787.3467765,360,0.6468999981880188
1765287823.1871896,370,0.5343999862670898
1765287860.0289752,380,0.6093999743461609
1765287895.731273,390,0.5249999761581421
1765287932.8785086,400,0.5906000137329102
1765287969.3857896,410,0.5906000137329102
1765288006.1801136,420,0.5468999743461609
1765288043.117796,430,0.5249999761581421
1765288080.1620953,440,0.5156000256538391
1765288117.5652387,450,0.5281000137329102
1765288154.1542666,460,0.49059998989105225
1765288190.4242978,470,0.49380001425743103
1765288226.9963536,480,0.5719000101089478
1765288263.4630275,490,0.4812999963760376
1765288299.406227,500,0.4781000018119812
1765288336.433093,510,0.5874999761581421
1765288372.4629352,520,0.48750001192092896
1765288409.418332,530,0.4625000059604645
1765288446.1378567,540,0.4781000018119812
1765288483.4874947,550,0.49059998989105225
1765288520.4545066,560,0.4844000041484833
1765288556.9784837,570,0.5
1765288592.7041242,580,0.4812999963760376
1765288629.7730384,590,0.5687000155448914
1765288667.752552,600,0.48750001192092896
1765288705.9888175,610,0.5249999761581421
1765288741.4098718,620,0.5375000238418579
1765288777.7327058,630,0.4812999963760376
1765288814.0646036,640,0.5030999779701233
1765288850.8320637,650,0.44690001010894775
1765288888.058125,660,0.550000011920929
1765288925.4089298,670,0.49380001425743103
1765288962.5882342,680,0.49059998989105225
1765288998.9985585,690,0.4593999981880188
1765289036.3761659,700,0.4530999958515167
1765289072.4369118,710,0.5530999898910522
1765289109.9596503,720,0.48750001192092896
1765289147.5682204,730,0.512499988079071
1765289184.1630385,740,0.5906000137329102
1765289220.9047263,750,0.4219000041484833
1765289258.3162334,760,0.5406000018119812
1765289294.9349387,770,0.550000011920929
1765289331.4432995,780,0.5281000137329102
1765289368.5814939,790,0.48750001192092896
1765289404.7860305,800,0.4625000059604645
1765289441.8586767,810,0.3702999949455261
1765289478.6669154,820,0.48750001192092896
1765289514.8613822,830,0.4593999981880188
1765289552.3562713,840,0.5281000137329102
1765289588.6860788,850,0.4625000059604645
1765289625.5739274,860,0.4406000077724457
1765289662.672184,870,0.46880000829696655
1765289699.0033393,880,0.44369998574256897
1765289735.8745823,890,0.5375000238418579
1765289772.4635801,900,0.4749999940395355
1765289809.0175443,910,0.49380001425743103
1765289845.875375,920,0.5781000256538391
1765289883.1171494,930,0.550000011920929
1765289919.7210855,940,0.4124999940395355
1765289957.1557217,950,0.5874999761581421
1765289993.4718864,960,0.46880000829696655
1765290030.0068364,970,0.4968999922275543
1765290066.7441022,980,0.4968999922275543
1765290103.8401558,990,0.40939998626708984
1765290140.5975351,1000,0.5406000018119812
1765290177.5608974,1010,0.42500001192092896
1765290213.1948571,1020,0.4530999958515167
1765290250.3339956,1030,0.36250001192092896
1765290286.7945445,1040,0.3734000027179718
1765290323.0379198,1050,0.5094000101089478
1765290359.3274086,1060,0.5188000202178955
1765290396.1304169,1070,0.46560001373291016
1765290432.5398486,1080,0.49380001425743103
1765290468.7033122,1090,0.42500001192092896
1765290505.2957535,1100,0.5
1765290541.6565404,1110,0.3905999958515167
1765290578.9296591,1120,0.49059998989105225
1765290615.2909796,1130,0.5311999917030334
1765290651.1706617,1140,0.5625
1765290688.3520312,1150,0.42809998989105225
1765290725.4552073,1160,0.3594000041484833
1765290762.5728698,1170,0.4187999963760376
1765290799.6664984,1180,0.3905999958515167
1765290836.3875475,1190,0.4406000077724457
1765290873.0323465,1200,0.44690001010894775
1765290909.4564974,1210,0.46880000829696655
1765290947.1747437,1220,0.3968999981880188
1765290983.921841,1230,0.40619999170303345
1765291020.0882187,1240,0.42809998989105225
1765291057.002544,1250,0.5
1765291093.4286816,1260,0.512499988079071
1765291130.5598032,1270,0.5188000202178955
1765291167.61837,1280,0.4530999958515167
1765291205.0223272,1290,0.40939998626708984
1765291241.7880642,1300,0.38280001282691956
1765291278.7493744,1310,0.46560001373291016
1765291315.3695645,1320,0.4343999922275543
1765291352.521919,1330,0.4156000018119812
1765291389.8531525,1340,0.40939998626708984
1765291427.2121344,1350,0.5311999917030334
1765291463.50393,1360,0.5719000101089478
1765291498.8543715,1370,0.4530999958515167
1765291535.3118076,1380,0.3734000027179718
1765291571.5807421,1390,0.36250001192092896
1765291608.5849934,1400,0.4844000041484833
1765291644.981775,1410,0.43130001425743103
1765291682.0416322,1420,0.36250001192092896
1765291719.2070105,1430,0.36250001192092896
1765291755.7038338,1440,0.38749998807907104
1765291792.3122265,1450,0.4781000018119812
1765291828.2028806,1460,0.4343999922275543
1765291864.7342563,1470,0.4187999963760376
