Wall time,Step,Value
1765286506.2551174,10,0.16249999403953552
1765286540.737278,20,0.30000001192092896
1765286575.3333237,30,0.21250000596046448
1765286610.2310493,40,0.22499999403953552
1765286646.9308836,50,0.30000001192092896
1765286684.262507,60,0.23749999701976776
1765286721.3782449,70,0.2750000059604645
1765286758.8165147,80,0.20000000298023224
1765286795.4958203,90,0.23749999701976776
1765286831.5402458,100,0.16249999403953552
1765286868.5118759,110,0.22499999403953552
1765286904.9568262,120,0.20000000298023224
1765286941.5761075,130,0.25
1765286978.016267,140,0.16249999403953552
1765287015.2906156,150,0.22499999403953552
1765287051.6304898,160,0.16249999403953552
1765287088.5274441,170,0.2750000059604645
1765287125.153575,180,0.2750000059604645
1765287161.1999176,190,0.32499998807907104
1765287198.8661976,200,0.22499999403953552
1765287235.7702374,210,0.25
1765287272.3112288,220,0.26249998807907104
1765287309.0879502,230,0.3375000059604645
1765287345.8731806,240,0.22499999403953552
1765287381.9850507,250,0.3375000059604645
1765287418.5116014,260,0.4124999940395355
1765287455.4828022,270,0.512499988079071
1765287493.2743683,280,0.5375000238418579
1765287529.1651042,290,0.5625
1765287566.5908866,300,0.612500011920929
1765287603.7439036,310,0.637499988079071
1765287640.385863,320,0.637499988079071
1765287677.748563,330,0.75
1765287714.729018,340,0.7250000238418579
1765287750.6073248,350,0.75
1765287787.3468447,360,0.6625000238418579
1765287823.1872592,370,0.800000011920929
1765287860.0290437,380,0.6875
1765287895.7313392,390,0.800000011920929
1765287932.878575,400,0.6875
1765287969.3858593,410,0.6875
1765288006.1801786,420,0.75
1765288043.1178606,430,0.800000011920929
1765288080.1621633,440,0.762499988079071
1765288117.5653074,450,0.7749999761581421
1765288154.1543348,460,0.8125
1765288190.424373,470,0.800000011920929
1765288226.9964194,480,0.7124999761581421
1765288263.4630911,490,0.8125
1765288299.4062965,500,0.762499988079071
1765288336.4331572,510,0.7124999761581421
1765288372.4630036,520,0.7749999761581421
1765288409.4184105,530,0.7875000238418579
1765288446.1379263,540,0.7250000238418579
1765288483.4875607,550,0.8125
1765288520.4545732,560,0.800000011920929
1765288556.978547,570,0.7250000238418579
1765288592.7041872,580,0.7124999761581421
1765288629.7731051,590,0.6499999761581421
1765288667.7526188,600,0.762499988079071
1765288705.988883,610,0.762499988079071
1765288741.4099362,620,0.762499988079071
1765288777.7327716,630,0.800000011920929
1765288814.0646703,640,0.7124999761581421
1765288850.832129,650,0.7749999761581421
1765288888.0581925,660,0.675000011920929
1765288925.4089966,670,0.8125
1765288962.5883,680,0.7250000238418579
1765288998.9986272,690,0.7749999761581421
1765289036.3762286,700,0.737500011920929
1765289072.4369779,710,0.737500011920929
1765289109.959718,720,0.737500011920929
1765289147.5682864,730,0.762499988079071
1765289184.163106,740,0.699999988079071
1765289220.9047906,750,0.8500000238418579
1765289258.3163013,760,0.7124999761581421
1765289294.9350069,770,0.7250000238418579
1765289331.4433722,780,0.75
1765289368.5815618,790,0.7875000238418579
1765289404.7860959,800,0.800000011920929
1765289441.8587406,810,0.9125000238418579
1765289478.6669815,820,0.75
1765289514.8614497,830,0.8125
1765289552.3563325,840,0.7875000238418579
1765289588.6861434,850,0.7250000238418579
1765289625.5739934,860,0.8374999761581421
1765289662.6722465,870,0.7875000238418579
1765289699.0034125,880,0.8374999761581421
1765289735.8746488,890,0.737500011920929
1765289772.4636421,900,0.800000011920929
1765289809.0176108,910,0.7250000238418579
1765289845.875437,920,0.737500011920929
1765289883.1172135,930,0.75
1765289919.721153,940,0.925000011920929
1765289957.1557868,950,0.737500011920929
1765289993.4719512,960,0.800000011920929
1765290030.0069027,970,0.762499988079071
1765290066.7441697,980,0.8500000238418579
1765290103.840221,990,0.8500000238418579
1765290140.597596,1000,0.762499988079071
1765290177.5609627,1010,0.824999988079071
1765290213.1949224,1020,0.8125
1765290250.334059,1030,0.8500000238418579
1765290286.79461,1040,0.8999999761581421
1765290323.037984,1050,0.7749999761581421
1765290359.3274765,1060,0.762499988079071
1765290396.1304812,1070,0.7749999761581421
1765290432.5399108,1080,0.7875000238418579
1765290468.7033844,1090,0.862500011920929
1765290505.29582,1100,0.800000011920929
1765290541.6566036,1110,0.862500011920929
1765290578.9297214,1120,0.75
1765290615.2910433,1130,0.7124999761581421
1765290651.170724,1140,0.737500011920929
1765290688.352095,1150,0.8125
1765290725.4552734,1160,0.8500000238418579
1765290762.572933,1170,0.824999988079071
1765290799.666564,1180,0.8500000238418579
1765290836.3876114,1190,0.8374999761581421
1765290873.0324087,1200,0.800000011920929
1765290909.4565618,1210,0.7875000238418579
1765290947.174811,1220,0.862500011920929
1765290983.9219062,1230,0.875
1765291020.088285,1240,0.824999988079071
1765291057.00261,1250,0.800000011920929
1765291093.4287481,1260,0.7749999761581421
1765291130.5598662,1270,0.7875000238418579
1765291167.6184359,1280,0.7875000238418579
1765291205.0224,1290,0.8374999761581421
1765291241.7881305,1300,0.875
1765291278.7494378,1310,0.8125
1765291315.3696291,1320,0.8125
1765291352.5219824,1330,0.824999988079071
1765291389.853219,1340,0.8500000238418579
1765291427.2121997,1350,0.75
1765291463.5039928,1360,0.762499988079071
1765291498.854442,1370,0.8374999761581421
1765291535.311871,1380,0.8500000238418579
1765291571.5808074,1390,0.8125
1765291608.5850568,1400,0.8125
1765291644.9818413,1410,0.824999988079071
1765291682.0416946,1420,0.862500011920929
1765291719.2070742,1430,0.8500000238418579
1765291755.7038991,1440,0.8374999761581421
1765291792.3122897,1450,0.8125
1765291828.202946,1460,0.8125
1765291864.7343209,1470,0.875
1765291901.7312343,1480,0.7749999761581421
1765291939.340498,1490,0.8125
1765291975.5018754,1500,0.824999988079071
1765292011.7957993,1510,0.824999988079071
1765292049.4609113,1520,0.824999988079071
1765292085.391492,1530,0.7875000238418579
1765292122.6223934,1540,0.800000011920929
1765292160.1582294,1550,0.7749999761581421
1765292196.3970501,1560,0.875
1765292232.9542904,1570,0.762499988079071
1765292269.3892086,1580,0.8125
1765292306.0768387,1590,0.8125
1765292343.0798712,1600,0.8500000238418579
1765292379.9740477,1610,0.800000011920929
1765292417.252403,1620,0.862500011920929
1765292454.2774422,1630,0.7749999761581421
1765292491.4564521,1640,0.8500000238418579
1765292528.2581577,1650,0.949999988079071
1765292564.9415038,1660,0.8125
1765292601.68028,1670,0.862500011920929
1765292638.3720574,1680,0.8125
1765292674.7418356,1690,0.75
1765292712.1930325,1700,0.762499988079071
1765292748.970389,1710,0.8500000238418579
1765292785.6613991,1720,0.8125
1765292822.1288757,1730,0.824999988079071
1765292858.3872077,1740,0.8374999761581421
1765292894.9661996,1750,0.8374999761581421
1765292931.6245737,1760,0.8374999761581421
1765292968.280583,1770,0.824999988079071
1765293004.266189,1780,0.875
1765293040.6492076,1790,0.800000011920929
1765293077.3721347,1800,0.824999988079071
1765293113.7510607,1810,0.8374999761581421
1765293150.7158852,1820,0.8500000238418579
1765293187.548718,1830,0.862500011920929
1765293223.9291167,1840,0.8374999761581421
1765293260.5091321,1850,0.800000011920929
1765293296.9445314,1860,0.8500000238418579
1765293333.4136057,1870,0.8500000238418579
1765293369.5854769,1880,0.8374999761581421
1765293406.3103209,1890,0.862500011920929
1765293442.5428634,1900,0.875
1765293479.2417295,1910,0.800000011920929
1765293514.5116148,1920,0.9125000238418579
